_id,devAddr,deduplicationId,time,deviceInfo.deviceClassEnabled,deviceInfo.tenantName,deviceInfo.tenantId,deviceInfo.deviceProfileId,deviceInfo.applicationId,deviceInfo.deviceName,deviceInfo.applicationName,deviceInfo.devEui,deviceInfo.deviceProfileName,deviceInfo.tags.Description,deviceInfo.tags.Address,deviceInfo.tags.Name,deviceInfo.tags.Location,txInfo.modulation.lora.spreadingFactor,txInfo.modulation.lora.bandwidth,txInfo.modulation.lora.codeRate,txInfo.frequency,fPort,data,fCnt,confirmed,adr,dr,rxInfo[0].rssi,rxInfo[1].rssi,rxInfo[2].rssi,rxInfo[3].rssi,rxInfo[0].metadata.region_config_id,rxInfo[1].metadata.region_config_id,rxInfo[2].metadata.region_config_id,rxInfo[3].metadata.region_config_id,rxInfo[0].metadata.region_common_name,rxInfo[1].metadata.region_common_name,rxInfo[2].metadata.region_common_name,rxInfo[3].metadata.region_common_name,rxInfo[0].nsTime,rxInfo[1].nsTime,rxInfo[2].nsTime,rxInfo[3].nsTime,rxInfo[0].timeSinceGpsEpoch,rxInfo[1].timeSinceGpsEpoch,rxInfo[2].timeSinceGpsEpoch,rxInfo[3].timeSinceGpsEpoch,rxInfo[0].snr,rxInfo[1].snr,rxInfo[2].snr,rxInfo[3].snr,rxInfo[0].context,rxInfo[1].context,rxInfo[2].context,rxInfo[3].context,rxInfo[0].uplinkId,rxInfo[1].uplinkId,rxInfo[2].uplinkId,rxInfo[3].uplinkId,rxInfo[0].location.altitude,rxInfo[1].location.altitude,rxInfo[2].location.altitude,rxInfo[3].location.altitude,rxInfo[0].location.latitude,rxInfo[1].location.latitude,rxInfo[2].location.latitude,rxInfo[3].location.latitude,rxInfo[0].location.longitude,rxInfo[1].location.longitude,rxInfo[2].location.longitude,rxInfo[3].location.longitude,rxInfo[0].gatewayId,rxInfo[1].gatewayId,rxInfo[2].gatewayId,rxInfo[3].gatewayId,rxInfo[0].crcStatus,rxInfo[1].crcStatus,rxInfo[2].crcStatus,rxInfo[3].crcStatus,margin,batteryLevelUnavailable,externalPowerSource,batteryLevel,rxInfo[0].channel,rxInfo[1].channel,rxInfo[2].channel,rxInfo[3].channel,object.co2_status,object.co2,object.temperature_message,object.pressure_message,object.pressure,object.battery,object.co2_message,object.pressure_status,object.humidity_status,object.temperature,object.humidity,object.humidity_message,object.temperature_status,rxInfo[0].gwTime,rxInfo[1].gwTime,rxInfo[2].gwTime,rxInfo[3].gwTime,code,level,context.deduplication_id,description
673b35efe58a707f3ba44eb5,009ad009,a4809bb8-36c7-4c55-a56b-88faf22e7b7c,2024-11-16T16:17:21.547+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,916000000,85,BX2fAQZzEh0DZyUBBGg1,79,FALSE,TRUE,5,-111,,,,au915_0,,,,AU915,,,,2024-11-16T16:16:53.528475313+00:00,,,,1415809059.547s,,,,-0.5,,,,xMSFRA==,,,,37156,,,,-66.14173126,,,,-17.38916206,,,,-66.14173126,,,,7076ff0054070994,,,,CRC_OK,,,,,,,,4,,,,Normal,415,Temperatura calida,Riesgo de mareos y dolores de cabeza,744.2,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,29.3,26.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44eca,0135f92a,d6ff3a9a-4fab-43c4-be56-73da9c33d49e,2024-11-16T16:23:44.994+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916600000,85,BX2tAQZzMR0DZxgBBGg8,97,FALSE,TRUE,5,-111,,,,au915_0,,,,AU915,,,,2024-11-16T16:23:16.963317444+00:00,,,,1415809442.994s,,,,5.8,,,,e3G9tA==,,,,46647,,,,-66.16506195,,,,-17.39976692,,,,-66.16506195,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,7,,,,Normal,429,Temperatura calida,Riesgo de mareos y dolores de cabeza,747.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,28,30,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44edd,01f5c530,8fb132fe-93eb-4f53-ba8f-c5f2eef483c2,2024-11-16T16:30:29.419+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,915400000,85,BX2yAQZzPxwDZxYBBGg4,84,FALSE,TRUE,5,-97,-105,-106,-102,au915_0,au915_0,au915_0,au915_0,AU915,AU915,AU915,AU915,2024-11-16T16:30:01.382929201+00:00,2024-11-16T16:30:01.381513552+00:00,2024-11-16T16:30:01.375732585+00:00,2024-11-16T16:30:01.380443188+00:00,1415809847.419s,1415809847.419s,1415809847.419s,1415809847.419s,8.5,7.2,5.5,8,RrNVlA==,k4zD4w==,GSnraw==,qjx4Ew==,5258,58935,55131,45985,-66.16409302,-66.16493988,-66.14175415,-66.1574707,-17.38714027,-17.39976311,-17.38917351,-17.36640167,-66.16409302,-66.16493988,-66.14175415,-66.1574707,7076ff00540709b9,7076ff00540709ba,7076ff0054070994,7076ff00540709a1,CRC_OK,CRC_OK,CRC_OK,CRC_OK,,,,,1,1,1,1,Normal,434,Temperatura calida,Riesgo de mareos y dolores de cabeza,723.1,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,27.8,28,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44ef2,019a6028,a0036200-3bde-402b-8e0a-bb6d07d89ccb,2024-11-16T16:37:11.856+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,916400000,85,BX2GAQZzKh0DZxoBBGg5,84,FALSE,TRUE,5,-117,,,,au915_0,,,,AU915,,,,2024-11-16T16:36:43.811842963+00:00,,,,1415810249.856s,,,,-3.8,,,,XrAK/A==,,,,19594,,,,-66.16408539,,,,-17.38713646,,,,-66.16408539,,,,7076ff00540709b9,,,,CRC_OK,,,,,,,,6,,,,Normal,390,Temperatura calida,Riesgo de mareos y dolores de cabeza,746.6,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,28.2,28.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f04,0135f92a,284c29cb-3f28-4edc-acf7-3148b4c2f622,2024-11-16T16:43:48.702+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916400000,85,BX25AQZzLh0DZxsBBGg5,99,FALSE,TRUE,5,-98,,,,au915_0,,,,AU915,,,,2024-11-16T16:43:20.651950664+00:00,,,,1415810646.702s,,,,6.5,,,,wzDapA==,,,,18232,,,,-66.16503906,,,,-17.39977837,,,,-66.16503906,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,6,,,,Normal,441,Temperatura calida,Riesgo de mareos y dolores de cabeza,747,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,28.3,28.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f0c,01f5c530,837217df-83ac-47ab-bcb0-4952b32d2d7d,2024-11-16T16:45:31.199+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,916400000,85,BX23AQZzPRwDZw4BBGg5,85,FALSE,TRUE,5,-104,-103,-115,-99,au915_0,au915_0,au915_0,au915_0,AU915,AU915,AU915,AU915,2024-11-16T16:45:03.149062678+00:00,2024-11-16T16:45:03.147500227+00:00,2024-11-16T16:45:03.144917173+00:00,2024-11-16T16:45:03.140556693+00:00,1415810749.199s,1415810749.199s,1415810749.199s,1415810749.199s,6.2,8,1.8,9,yUzTJA==,BWyiow==,Tun7ew==,fHNmzA==,22072,15559,11356,35210,-66.16499329,-66.15746307,-66.14174652,-66.16407776,-17.39975548,-17.36639977,-17.38917923,-17.38712692,-66.16499329,-66.15746307,-66.14174652,-66.16407776,7076ff00540709ba,7076ff00540709a1,7076ff0054070994,7076ff00540709b9,CRC_OK,CRC_OK,CRC_OK,CRC_OK,,,,,6,6,6,6,Normal,439,Temperatura calida,Riesgo de mareos y dolores de cabeza,722.9,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,27,28.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f14,009ad009,bb34b8b0-4003-4c56-a6c2-27210f1d616c,2024-11-16T16:47:25.103+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,915800000,85,BX2fAQZzDh0DZyYBBGg2,81,FALSE,TRUE,5,-118,-119,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-16T16:46:57.047933870+00:00,2024-11-16T16:46:57.049657159+00:00,,,1415810863.103s,1415810863.103s,,,-4.8,-3.8,,,VbQFkw==,DDas2w==,,,13404,17351,,,-66.14175415,-66.15744019,,,-17.38918686,-17.36640358,,,-66.14175415,-66.15744019,,,7076ff0054070994,7076ff00540709a1,,,CRC_OK,CRC_OK,,,,,,,3,3,,,Normal,415,Temperatura calida,Riesgo de mareos y dolores de cabeza,743.8,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,29.4,27,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f21,019a6028,711eb6cc-b5ba-47d3-a884-23e99e34d606,2024-11-16T16:52:13.669+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,915600000,85,BX12AQZzJx0DZx0BBGg4,85,FALSE,TRUE,5,-117,-118,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-16T16:51:45.610196356+00:00,2024-11-16T16:51:45.604059547+00:00,,,1415811151.669s,1415811151.669s,,,2,-6,,,lHCY/A==,BnApfQ==,,,48778,62402,,,-66.16407013,-66.1650238,,,-17.3871212,-17.39980125,,,-66.16407013,-66.1650238,,,7076ff00540709b9,7076ff00540709ba,,,CRC_OK,CRC_OK,,,,,,,2,2,,,Normal,374,Temperatura calida,Riesgo de mareos y dolores de cabeza,746.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,28.5,28,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f27,0135f92a,b92240b5-ecdb-4c6b-b913-86529305bce1,2024-11-16T16:53:50.554+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916200000,85,BX2zAQZzLB0DZyMBBGg4,100,FALSE,TRUE,5,-106,,,,au915_0,,,,AU915,,,,2024-11-16T16:53:22.491783447+00:00,,,,1415811248.554s,,,,6.8,,,,DDaDfQ==,,,,195,,,,-66.16504669,,,,-17.399786,,,,-66.16504669,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,5,,,,Normal,435,Temperatura calida,Riesgo de mareos y dolores de cabeza,746.8,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,29.1,28,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f37,01f5c530,d78f8439-39d5-4669-95fd-c67a341ba166,2024-11-16T17:00:33.041+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,915200000,85,BX23AQZzOxwDZwoBBGg7,86,FALSE,TRUE,5,-110,-100,-107,-105,au915_0,au915_0,au915_0,au915_0,AU915,AU915,AU915,AU915,2024-11-16T17:00:04.969007834+00:00,2024-11-16T17:00:04.973512125+00:00,2024-11-16T17:00:04.976047417+00:00,2024-11-16T17:00:04.974506576+00:00,1415811651.041s,1415811651.041s,1415811651.041s,1415811651.041s,2.8,9.5,5,7.8,hKr9Gw==,sjRppA==,JDP5DQ==,Oy2lIw==,31580,139,13251,30663,-66.141716,-66.16407776,-66.16500854,-66.15745544,-17.38916588,-17.38712883,-17.39981842,-17.36639023,-66.141716,-66.16407776,-66.16500854,-66.15745544,7076ff0054070994,7076ff00540709b9,7076ff00540709ba,7076ff00540709a1,CRC_OK,CRC_OK,CRC_OK,CRC_OK,,,,,,,,,Normal,439,Temperatura calida,Riesgo de mareos y dolores de cabeza,722.7,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,26.6,29.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f42,009ad009,b5779715-b047-4145-b7ea-7d9f182d04f6,2024-11-16T17:02:26.922+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,915600000,85,BX2uAQZzCx0DZyoBBGg2,82,FALSE,TRUE,5,-115,-118,-121,,au915_0,au915_0,au915_0,,AU915,AU915,AU915,,2024-11-16T17:01:58.848658931+00:00,2024-11-16T17:01:58.856543276+00:00,2024-11-16T17:01:58.862044678+00:00,,1415811764.922s,1415811764.922s,1415811764.922s,,1.5,-2.5,-7.2,,i3SrQw==,QfdTWw==,uP4X7A==,,35420,32711,11659,,-66.14170074,-66.1574707,-66.16409302,,-17.38917351,-17.36639023,-17.38714218,,-66.14170074,-66.1574707,-66.16409302,,7076ff0054070994,7076ff00540709a1,7076ff00540709b9,,CRC_OK,CRC_OK,CRC_OK,,,,,,2,2,2,,Normal,430,Temperatura calida,Riesgo de mareos y dolores de cabeza,743.5,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,29.8,27,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f44,0135f92a,6d5c9de2-8f86-4371-916f-eca9d8cd4097,2024-11-16T17:03:52.399+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,915400000,85,BX2bAQZzKx0DZyMBBGg4,101,FALSE,TRUE,5,-109,,,,au915_0,,,,AU915,,,,2024-11-16T17:03:24.329862894+00:00,,,,1415811850.399s,,,,6,,,,MBXttQ==,,,,21955,,,,-66.1650238,,,,-17.39981842,,,,-66.1650238,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,1,,,,Normal,411,Temperatura calida,Riesgo de mareos y dolores de cabeza,746.7,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,29.1,28,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f52,019a6028,70f2a58a-763d-4512-9419-44a035e9dcbf,2024-11-16T17:07:15.476+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,916400000,85,BX1wAQZzJR0DZxABBGg7,86,FALSE,TRUE,5,-119,,,,au915_0,,,,AU915,,,,2024-11-16T17:06:47.402263677+00:00,,,,1415812053.476s,,,,-4.5,,,,yjEU9A==,,,,54155,,,,-66.16408539,,,,-17.38712692,,,,-66.16408539,,,,7076ff00540709b9,,,,CRC_OK,,,,,,,,6,,,,Normal,368,Temperatura calida,Riesgo de mareos y dolores de cabeza,746.1,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,27.2,29.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f68,01f5c530,7b3ae531-14e3-4f44-8df6-e79e32a79164,2024-11-16T17:15:34.869+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,916000000,85,BX2TAQZzNxwDZxUBBGg5,87,FALSE,TRUE,5,-109,-97,-103,,au915_0,au915_0,au915_0,,AU915,AU915,AU915,,2024-11-16T17:15:06.788890926+00:00,2024-11-16T17:15:06.784513176+00:00,2024-11-16T17:15:06.786512955+00:00,,1415812552.869s,1415812552.869s,1415812552.869s,,4,6.8,-1,,WfTErQ==,5/U3NA==,cO5yWw==,,48835,41356,49095,,-66.16498566,-66.1640625,-66.1574707,,-17.39982796,-17.3870945,-17.36639977,,-66.16498566,-66.1640625,-66.1574707,,7076ff00540709ba,7076ff00540709b9,7076ff00540709a1,,CRC_OK,CRC_OK,CRC_OK,,,,,,4,4,4,,Normal,403,Temperatura calida,Riesgo de mareos y dolores de cabeza,722.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,27.7,28.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f6f,009ad009,5a37013b-788c-4c69-a5de-f8e30e606ec8,2024-11-16T17:17:28.731+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,916600000,85,BX22AQZzCR0DZxwBBGg4,83,FALSE,TRUE,5,-110,,,,au915_0,,,,AU915,,,,2024-11-16T17:17:00.644962015+00:00,,,,1415812666.731s,,,,0.5,,,,d7fX6w==,,,,51143,,,,-66.15744781,,,,-17.3663826,,,,-66.15744781,,,,7076ff00540709a1,,,,CRC_OK,,,,,,,,7,,,,Normal,438,Temperatura calida,Riesgo de mareos y dolores de cabeza,743.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,28.4,28,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f7d,019a6028,d92943c5-a187-47b1-93b9-e228629b6d86,2024-11-16T17:22:17.251+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,915800000,85,BX10AQZzIx0DZwsBBGg/,87,FALSE,TRUE,5,-118,,,,au915_0,,,,AU915,,,,2024-11-16T17:21:49.162226438+00:00,,,,1415812955.251s,,,,-0.5,,,,//ETDA==,,,,59788,,,,-66.16408539,,,,-17.38712311,,,,-66.16408539,,,,7076ff00540709b9,,,,CRC_OK,,,,,,,,3,,,,Normal,372,Temperatura calida,Riesgo de mareos y dolores de cabeza,745.9,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,26.7,31.5,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
673b35efe58a707f3ba44f83,0135f92a,59901fda-c578-44ba-bdc4-3a79751a052f,2024-11-16T17:23:56.169+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916200000,85,BX2SAQZzJx0DZy0BBGg1,103,FALSE,TRUE,5,-101,,,,au915_0,,,,AU915,,,,2024-11-16T17:23:28.075202523+00:00,,,,1415813054.169s,,,,-3.8,,,,d9X/BQ==,,,,63939,,,,-66.16501617,,,,-17.39978409,,,,-66.16501617,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,5,,,,Normal,402,Riesgo de golpe de calor,Riesgo de mareos y dolores de cabeza,746.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,30.1,26.5,Humedad baja; puede causar sequedad en la piel y garganta,Calor intenso,,,,,,,,
673b35efe58a707f3ba44f94,01f5c530,fb13d9eb-cc44-4b0c-8e8b-66794d00f515,2024-11-16T17:30:36.657+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,915400000,85,BX2uAQZzNBwDZw8BBGg6,88,FALSE,TRUE,5,-99,-110,-103,-107,au915_0,au915_0,au915_0,au915_0,AU915,AU915,AU915,AU915,2024-11-16T17:30:08.563802012+00:00,2024-11-16T17:30:08.561135383+00:00,2024-11-16T17:30:08.560692243+00:00,2024-11-16T17:30:08.566049171+00:00,1415813454.657s,1415813454.657s,1415813454.657s,1415813454.657s,9.8,5.8,8.2,8.8,HbVnTA==,FZeMkw==,pq6iCw==,j7TyxQ==,10125,10307,62663,9924,-66.16409302,-66.14173889,-66.15750885,-66.16500854,-17.38710213,-17.38918877,-17.36636162,-17.39980316,-66.16409302,-66.14173889,-66.15750885,-66.16500854,7076ff00540709b9,7076ff0054070994,7076ff00540709a1,7076ff00540709ba,CRC_OK,CRC_OK,CRC_OK,CRC_OK,,,,,1,1,1,1,Normal,430,Temperatura calida,Riesgo de mareos y dolores de cabeza,722,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Baja,27.1,29,Humedad baja; puede causar sequedad en la piel y garganta,Calido,,,,,,,,
